claim_id,policy_id,worker_id,event_id,city,zone_id,claim_date,week_number,trigger_type,rainfall_mm,aqi_value,temperature,curfew_imposed,disrupted_hours,gps_in_affected_zone,gps_spoof_detected,delivery_activity_detected,duplicate_claim,eligibility_passed,new_registration_fraud,abnormal_claim_freq,fraud_risk_score,is_fraud_ground_truth,claim_status,payout_amount,processing_time_mins,n_platforms_verified,weekly_earnings_avg,premium_paid
C0004783,P0040560,W002696,E000158,Delhi,Z0029,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0237,False,Auto_Approved,379.69,4.0,2,2449.03,124.35
C0004784,P0040561,W002696,E000159,Delhi,Z0029,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0251,False,Auto_Approved,408.17,2.9,2,2449.03,122.11
C0004785,P0040562,W002696,E000160,Delhi,Z0029,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0026,False,Auto_Approved,408.17,3.2,2,2449.03,127.72
C0004786,P0040563,W002696,E000161,Delhi,Z0029,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0611,False,Auto_Approved,408.17,9.5,2,2449.03,134.86
C0004787,P0040564,W002696,E000162,Delhi,Z0029,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0022,False,Auto_Approved,408.17,3.8,2,2449.03,124.54
C0004788,P0040566,W002696,E000164,Delhi,Z0029,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.0417,False,Auto_Approved,408.17,10.1,2,2449.03,131.11
C0004789,P0040569,W002696,E000167,Delhi,Z0029,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,False,False,False,False,True,False,False,0.2391,True,Auto_Approved,408.17,10.2,2,2449.03,104.82
C0004790,P0040574,W002696,E000172,Delhi,Z0029,2024-04-15,16,AQI,0.0,416.5,30.3,False,6,True,False,False,False,True,False,False,0.0229,True,Auto_Approved,408.17,5.7,2,2449.03,100.82
C0004791,P0040576,W002696,E000174,Delhi,Z0029,2024-04-29,18,AQI,0.0,401.6,29.1,False,8,True,False,False,False,True,False,False,0.0622,False,Auto_Approved,408.17,9.7,2,2449.03,103.06
C0004792,P0040673,W002698,E000858,Pune,Z0072,2025-06-23,78,Rain|Flood,88.4,75.2,30.9,False,3,True,False,False,False,True,False,False,0.0606,False,Auto_Approved,281.14,11.4,1,1724.33,87.37
C0004793,P0040674,W002698,E000859,Pune,Z0072,2025-06-30,79,Rain|Flood,100.3,75.1,32.2,False,4,True,False,False,False,True,False,False,0.0266,False,Auto_Approved,374.85,10.3,1,1724.33,86.03
C0004794,P0040675,W002699,E000157,Delhi,Z0027,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0795,False,Auto_Approved,827.16,7.9,1,5323.91,200.0
C0004795,P0040676,W002699,E000158,Delhi,Z0027,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0508,False,Auto_Approved,300.79,4.8,1,5323.91,200.0
C0004796,P0040677,W002699,E000159,Delhi,Z0027,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0428,False,Auto_Approved,676.77,3.0,1,5323.91,200.0
C0004797,P0040683,W002699,E000165,Delhi,Z0027,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0099,False,Auto_Approved,751.96,5.2,1,5323.91,200.0
C0004798,P0040697,W002701,E000157,Delhi,Z0014,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0328,False,Auto_Approved,725.01,9.5,1,4350.07,188.05
C0004799,P0040699,W002701,E000159,Delhi,Z0014,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0757,False,Auto_Approved,725.01,7.5,1,4350.07,198.47
C0004800,P0040700,W002701,E000160,Delhi,Z0014,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.075,False,Auto_Approved,725.01,4.3,1,4350.07,187.12
C0004801,P0040701,W002701,E000161,Delhi,Z0014,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0083,False,Auto_Approved,725.01,4.2,1,4350.07,191.72
C0004802,P0040702,W002701,E000162,Delhi,Z0014,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0466,False,Auto_Approved,725.01,8.5,1,4350.07,181.42
C0004803,P0040704,W002701,E000164,Delhi,Z0014,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.0177,True,Auto_Approved,725.01,11.9,1,4350.07,179.14
C0004804,P0040705,W002701,E000165,Delhi,Z0014,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0155,False,Auto_Approved,725.01,3.6,1,4350.07,180.09
C0004805,P0040707,W002701,E000167,Delhi,Z0014,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,True,False,False,False,True,False,False,0.0136,False,Auto_Approved,725.01,5.0,1,4350.07,153.22
C0004806,P0040717,W002702,E000161,Delhi,Z0023,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0278,False,Auto_Approved,489.3,2.9,1,2446.48,117.63
C0004807,P0040718,W002702,E000162,Delhi,Z0023,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0006,True,Auto_Approved,489.3,4.5,1,2446.48,116.7
C0004808,P0040724,W002703,E000938,Kolkata,Z0084,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0336,False,Auto_Approved,408.45,6.8,1,3948.39,190.61
C0004809,P0040741,W002705,E000002,Chennai,Z0009,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0496,False,Auto_Approved,237.82,2.3,1,1664.77,65.47
C0004810,P0040782,W002709,E000158,Delhi,Z0013,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0311,False,Auto_Approved,264.02,2.7,1,1584.13,69.38
C0004811,P0040783,W002709,E000159,Delhi,Z0013,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0596,False,Auto_Approved,264.02,5.1,1,1584.13,69.18
C0004812,P0040784,W002709,E000160,Delhi,Z0013,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0771,False,Auto_Approved,264.02,11.3,1,1584.13,68.68
C0004813,P0040786,W002709,E000162,Delhi,Z0013,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0765,False,Auto_Approved,264.02,2.9,1,1584.13,63.1
C0004814,P0040788,W002709,E000164,Delhi,Z0013,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.011,False,Auto_Approved,264.02,7.6,1,1584.13,68.45
C0004815,P0040791,W002709,E000167,Delhi,Z0013,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,True,False,False,False,True,False,False,0.0628,False,Auto_Approved,264.02,9.7,1,1584.13,58.71
C0004816,P0040796,W002709,E000172,Delhi,Z0013,2024-04-15,16,AQI,0.0,416.5,30.3,False,6,True,False,False,False,True,False,False,0.0509,False,Auto_Approved,264.02,7.2,1,1584.13,56.33
C0004817,P0040801,W002710,E000940,Kolkata,Z0081,2024-01-22,4,Rain|Flood,119.8,324.1,20.9,False,3,True,False,False,False,True,False,False,0.0475,False,Auto_Approved,240.72,7.0,1,3755.24,168.17
C0004818,P0040809,W002710,E000948,Kolkata,Z0081,2024-03-18,12,Curfew,0.0,179.0,20.0,True,22,True,False,False,False,True,False,False,0.0295,False,Auto_Approved,625.87,11.0,1,3755.24,153.6
C0004819,P0040814,W002710,E000953,Kolkata,Z0081,2024-04-22,17,Curfew,38.8,128.3,25.5,True,19,True,False,False,False,True,False,False,0.0,False,Auto_Approved,625.87,8.1,1,3755.24,153.45
C0004820,P0040829,W002710,E000968,Kolkata,Z0081,2024-08-05,32,Rain,88.0,156.8,33.5,False,6,True,False,False,False,True,False,False,0.0348,False,Auto_Approved,481.44,7.5,1,3755.24,200.0
C0004821,P0040831,W002710,E000970,Kolkata,Z0081,2024-08-19,34,Rain|Flood,174.2,143.7,30.8,False,5,True,False,False,False,True,False,False,0.0559,False,Auto_Approved,401.2,8.9,1,3755.24,200.0
C0004822,P0040859,W002710,E000998,Kolkata,Z0081,2025-03-03,62,Curfew,0.0,161.3,22.3,True,19,True,False,False,False,True,False,False,0.0364,False,Auto_Approved,625.87,10.6,1,3755.24,166.59
C0004823,P0040875,W002712,E000318,Mumbai,Z0043,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,False,True,False,False,0.0206,False,Auto_Approved,672.7,3.8,1,4574.33,200.0
C0004824,P0040943,W002717,E000938,Kolkata,Z0080,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.037,False,Auto_Approved,586.42,8.6,2,4808.63,200.0
C0004825,P0040964,W002719,E000157,Delhi,Z0020,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0725,False,Auto_Approved,716.97,5.3,3,3584.84,191.79
C0004826,P0040968,W002719,E000161,Delhi,Z0020,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0502,False,Auto_Approved,716.97,7.9,3,3584.84,179.19
C0004827,P0040969,W002719,E000162,Delhi,Z0020,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0662,False,Auto_Approved,716.97,3.8,3,3584.84,194.14
C0004828,P0040971,W002719,E000164,Delhi,Z0020,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.0514,False,Auto_Approved,716.97,10.1,3,3584.84,186.24
C0004829,P0040972,W002719,E000165,Delhi,Z0020,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.039,False,Auto_Approved,716.97,3.0,3,3584.84,187.86
C0004830,P0041000,W002723,E000318,Mumbai,Z0102,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,False,True,False,False,0.021,False,Auto_Approved,499.03,6.7,3,2894.35,115.73
C0004831,P0041018,W002723,E000336,Mumbai,Z0102,2024-06-10,24,Rain,155.3,131.0,31.8,False,7,True,False,False,False,True,False,False,0.0766,False,Auto_Approved,582.2,8.4,3,2894.35,166.43
C0004832,P0041020,W002723,E000338,Mumbai,Z0102,2024-06-24,26,Rain|Flood,66.1,177.3,31.7,False,4,True,False,False,False,True,False,False,0.0333,False,Auto_Approved,332.68,7.8,3,2894.35,165.15
C0004833,P0041022,W002724,E001093,Ahmedabad,Z0094,2024-01-01,1,Curfew,0.0,258.7,25.2,True,21,True,False,False,False,True,False,False,0.0045,False,Auto_Approved,640.62,5.0,1,3843.69,139.59
C0004834,P0041045,W002726,E000002,Chennai,Z0007,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,True,0.2109,False,Auto_Approved,320.5,6.9,1,2115.27,90.09
C0004835,P0041062,W002726,E000019,Chennai,Z0007,2024-05-06,19,Rain|Flood,73.7,92.6,33.0,False,7,True,False,True,False,True,False,True,0.9139,True,Auto_Rejected,0.0,6.8,1,2115.27,85.62
C0004836,P0041066,W002727,E000940,Kolkata,Z0078,2024-01-22,4,Rain|Flood,119.8,324.1,20.9,False,3,True,False,False,False,True,False,False,0.0485,False,Auto_Approved,246.93,7.3,2,4247.16,157.57
C0004837,P0041103,W002729,E000158,Delhi,Z0025,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0497,False,Auto_Approved,344.69,7.3,1,1964.71,101.61
C0004838,P0041104,W002729,E000159,Delhi,Z0025,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0587,False,Auto_Approved,654.9,11.7,1,1964.71,106.33
C0004839,P0041105,W002729,E000160,Delhi,Z0025,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.002,False,Auto_Approved,654.9,11.7,1,1964.71,96.36
C0004840,P0041106,W002729,E000161,Delhi,Z0025,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0246,False,Auto_Approved,654.9,5.0,1,1964.71,99.1
C0004841,P0041110,W002729,E000165,Delhi,Z0025,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.005,False,Auto_Approved,654.9,5.0,1,1964.71,104.12
C0004842,P0041112,W002729,E000167,Delhi,Z0025,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,True,False,False,False,True,False,False,0.0075,False,Auto_Approved,654.9,7.7,1,1964.71,80.43
C0004843,P0041114,W002730,E000157,Delhi,Z0027,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0748,False,Auto_Approved,265.28,6.4,1,1326.41,63.35
C0004844,P0041115,W002730,E000158,Delhi,Z0027,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0404,False,Auto_Approved,258.81,3.2,1,1326.41,61.39
C0004845,P0041116,W002730,E000159,Delhi,Z0027,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0746,False,Auto_Approved,265.28,8.4,1,1326.41,59.24
C0004846,P0041118,W002730,E000161,Delhi,Z0027,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0145,False,Auto_Approved,265.28,10.0,1,1326.41,62.47
C0004847,P0041119,W002730,E000162,Delhi,Z0027,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0417,False,Auto_Approved,265.28,6.3,1,1326.41,59.55
C0004848,P0041122,W002730,E000165,Delhi,Z0027,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0653,False,Auto_Approved,265.28,8.9,1,1326.41,63.05
C0004849,P0041124,W002731,E000157,Delhi,Z0023,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0322,False,Auto_Approved,930.44,7.5,1,3721.75,181.83
C0004850,P0041125,W002731,E000158,Delhi,Z0023,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0789,False,Auto_Approved,418.17,2.7,1,3721.75,166.42
C0004851,P0041126,W002731,E000159,Delhi,Z0023,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,False,False,True,False,True,False,False,0.703,True,Auto_Approved,930.44,3.5,1,3721.75,180.44
C0004852,P0041127,W002731,E000160,Delhi,Z0023,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0703,False,Auto_Approved,930.44,3.3,1,3721.75,180.78
C0004853,P0041128,W002731,E000161,Delhi,Z0023,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0788,False,Auto_Approved,930.44,8.5,1,3721.75,165.64
C0004854,P0041129,W002731,E000162,Delhi,Z0023,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.0317,False,Auto_Approved,930.44,8.7,1,3721.75,173.09
C0004855,P0041131,W002731,E000164,Delhi,Z0023,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.023,False,Auto_Approved,930.44,5.1,1,3721.75,176.69
C0004856,P0041132,W002731,E000165,Delhi,Z0023,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0552,False,Auto_Approved,930.44,4.0,1,3721.75,174.34
C0004857,P0041134,W002731,E000167,Delhi,Z0023,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,True,False,False,False,True,False,False,0.0397,False,Auto_Approved,836.35,8.8,1,3721.75,145.89
C0004858,P0041183,W002733,E000504,Bengaluru,Z0055,2024-09-02,36,Rain,64.5,63.0,24.7,False,9,True,False,False,False,True,False,False,0.0142,False,Auto_Approved,750.69,2.1,1,5046.3,200.0
C0004859,P0041195,W002734,E000158,Delhi,Z0022,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0043,False,Auto_Approved,392.71,3.7,1,5124.83,200.0
C0004860,P0041196,W002734,E000159,Delhi,Z0022,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0248,False,Auto_Approved,854.14,5.7,1,5124.83,200.0
C0004861,P0041197,W002734,E000160,Delhi,Z0022,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.027,False,Auto_Approved,854.14,7.9,1,5124.83,200.0
C0004862,P0041198,W002734,E000161,Delhi,Z0022,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.017,False,Auto_Approved,854.14,11.2,1,5124.83,200.0
C0004863,P0041199,W002734,E000162,Delhi,Z0022,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,True,False,False,False,True,False,False,0.047,False,Auto_Approved,854.14,11.0,1,5124.83,200.0
C0004864,P0041202,W002734,E000165,Delhi,Z0022,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.04,True,Auto_Approved,854.14,6.6,1,5124.83,200.0
C0004865,P0041209,W002734,E000172,Delhi,Z0022,2024-04-15,16,AQI,0.0,416.5,30.3,False,6,True,False,False,False,True,False,False,0.0759,False,Auto_Approved,589.06,8.8,1,5124.83,185.02
C0004866,P0041253,W002735,E000498,Bengaluru,Z0055,2024-07-22,30,Rain,87.5,62.9,31.0,False,9,True,False,False,False,True,False,False,0.0641,False,Auto_Approved,627.51,11.9,2,5229.24,200.0
C0004867,P0041259,W002735,E000504,Bengaluru,Z0055,2024-09-02,36,Rain,64.5,63.0,24.7,False,9,True,False,False,False,True,False,False,0.0314,False,Auto_Approved,627.51,2.8,2,5229.24,200.0
C0004868,P0041269,W002738,E000002,Chennai,Z0011,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0312,False,Auto_Approved,350.71,3.6,4,2367.26,86.36
C0004869,P0041286,W002738,E000019,Chennai,Z0011,2024-05-06,19,Rain|Flood,73.7,92.6,33.0,False,7,True,False,False,False,True,False,False,0.0112,False,Auto_Approved,613.73,8.6,4,2367.26,80.23
C0004870,P0041318,W002740,E000938,Kolkata,Z0079,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0682,False,Auto_Approved,411.95,8.3,1,5108.24,200.0
C0004871,P0041326,W002742,E000157,Delhi,Z0098,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0625,False,Auto_Approved,467.79,7.6,1,3274.55,180.16
C0004872,P0041327,W002742,E000158,Delhi,Z0098,2024-01-08,2,AQI,0.0,688.0,15.4,False,4,True,False,False,False,True,False,False,0.0068,False,Auto_Approved,267.31,3.8,1,3274.55,171.16
C0004873,P0041329,W002742,E000160,Delhi,Z0098,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0558,False,Auto_Approved,467.79,3.8,1,3274.55,169.93
C0004874,P0041330,W002742,E000161,Delhi,Z0098,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0446,False,Auto_Approved,467.79,5.8,1,3274.55,159.74
C0004875,P0041333,W002742,E000164,Delhi,Z0098,2024-02-19,8,AQI,0.0,516.2,21.8,False,10,True,False,False,False,True,False,False,0.0627,True,Auto_Approved,467.79,8.6,1,3274.55,166.53
C0004876,P0041334,W002742,E000165,Delhi,Z0098,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0333,False,Auto_Approved,467.79,11.5,1,3274.55,168.41
C0004877,P0041343,W002742,E000174,Delhi,Z0098,2024-04-29,18,AQI,0.0,401.6,29.1,False,8,True,False,False,False,True,False,False,0.0141,False,Auto_Approved,467.79,3.6,1,3274.55,136.94
C0004878,P0041359,W002743,E000002,Chennai,Z0011,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0247,False,Auto_Approved,312.23,5.0,3,2778.83,112.68
C0004879,P0041373,W002744,E000318,Mumbai,Z0033,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,False,True,False,False,0.0046,True,Auto_Approved,607.58,7.3,1,4496.07,189.26
C0004880,P0041387,W002745,E000318,Mumbai,Z0040,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,False,True,False,True,0.26,False,Auto_Approved,481.56,2.3,4,2889.35,123.91
C0004881,P0041411,W002745,E000342,Mumbai,Z0040,2024-07-22,30,Rain,199.3,92.7,37.3,False,3,True,False,False,False,True,False,True,0.2427,True,Auto_Approved,370.43,6.3,4,2889.35,183.53
C0004882,P0041422,W002745,E000353,Mumbai,Z0040,2024-10-07,41,Rain|Flood,68.7,60.6,30.9,False,3,True,False,False,False,True,False,True,0.1904,False,Auto_Approved,370.43,8.9,4,2889.35,183.93
C0004883,P0041453,W002746,E000318,Mumbai,Z0043,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,False,True,False,False,0.0772,False,Auto_Approved,793.56,6.3,4,6824.59,200.0
C0004884,P0041471,W002746,E000336,Mumbai,Z0043,2024-06-10,24,Rain,155.3,131.0,31.8,False,7,True,False,False,False,True,False,False,0.0214,True,Auto_Approved,925.82,6.9,4,6824.59,200.0
C0004885,P0041477,W002746,E000342,Mumbai,Z0043,2024-07-22,30,Rain,199.3,92.7,37.3,False,3,True,False,False,False,True,False,False,0.0159,False,Auto_Approved,396.78,2.3,4,6824.59,200.0
C0004886,P0041481,W002747,E000002,Chennai,Z0001,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0266,False,Auto_Approved,293.25,2.5,3,3343.08,130.45
C0004887,P0041538,W002750,E000002,Chennai,Z0010,2024-01-08,2,Rain,114.5,154.6,18.6,False,4,True,False,False,False,True,False,False,0.0459,False,Auto_Approved,268.44,6.6,1,2952.8,122.41
C0004888,P0041542,W002751,E000157,Delhi,Z0016,2024-01-01,1,AQI,0.0,433.2,19.0,False,11,True,False,False,False,True,False,False,0.0662,False,Auto_Approved,634.72,5.4,2,3808.35,191.17
C0004889,P0041544,W002751,E000159,Delhi,Z0016,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0163,False,Auto_Approved,634.72,6.8,2,3808.35,186.5
C0004890,P0041545,W002751,E000160,Delhi,Z0016,2024-01-22,4,AQI,0.0,500.5,19.9,False,10,True,False,False,False,True,False,False,0.0033,False,Auto_Approved,634.72,7.5,2,3808.35,178.53
C0004891,P0041546,W002751,E000161,Delhi,Z0016,2024-01-29,5,AQI,0.0,451.5,23.1,False,10,True,False,False,False,True,False,False,0.0518,False,Auto_Approved,634.72,2.6,2,3808.35,186.64
C0004892,P0041550,W002751,E000165,Delhi,Z0016,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0463,False,Auto_Approved,634.72,4.1,2,3808.35,190.5
C0004893,P0041566,W002752,E000159,Delhi,Z0098,2024-01-15,3,AQI,0.0,447.5,22.5,False,9,True,False,False,False,True,False,False,0.0219,True,Auto_Approved,743.98,9.4,2,5207.86,200.0
C0004894,P0041569,W002752,E000162,Delhi,Z0098,2024-02-05,6,AQI,0.0,414.8,24.7,False,10,False,False,True,False,True,False,False,0.9002,True,Auto_Rejected,0.0,7.2,2,5207.86,200.0
C0004895,P0041572,W002752,E000165,Delhi,Z0098,2024-02-26,9,AQI,0.0,486.0,25.8,False,10,True,False,False,False,True,False,False,0.0152,False,Auto_Approved,743.98,10.6,2,5207.86,200.0
C0004896,P0041574,W002752,E000167,Delhi,Z0098,2024-03-11,11,Rain|Flood,75.5,163.4,24.8,False,8,True,False,False,False,True,False,False,0.034,False,Auto_Approved,700.22,10.7,2,5207.86,200.0
C0004897,P0041579,W002752,E000172,Delhi,Z0098,2024-04-15,16,AQI,0.0,416.5,30.3,False,6,True,False,False,False,True,False,False,0.0751,False,Auto_Approved,525.16,6.8,2,5207.86,200.0
C0004898,P0041581,W002752,E000174,Delhi,Z0098,2024-04-29,18,AQI,0.0,401.6,29.1,False,8,True,False,False,False,True,False,False,0.0754,False,Auto_Approved,700.22,10.6,2,5207.86,200.0
C0004899,P0041597,W002752,E000190,Delhi,Z0098,2024-08-19,34,Rain,67.0,309.5,35.2,False,9,True,False,False,False,True,False,False,0.0613,False,Auto_Approved,743.98,11.4,2,5207.86,200.0
C0004900,P0041613,W002753,E000639,Hyderabad,Z0066,2024-04-08,15,Rain,75.7,64.9,31.8,False,5,True,False,False,False,True,False,False,0.0744,False,Auto_Approved,325.55,3.4,2,2278.88,88.09
C0004901,P0041627,W002753,E000653,Hyderabad,Z0066,2024-07-15,29,Rain,69.0,67.3,30.5,False,3,True,False,False,False,True,False,False,0.009,False,Auto_Approved,232.54,10.9,2,2278.88,122.9
C0004902,P0041628,W002753,E000654,Hyderabad,Z0066,2024-07-22,30,Rain,69.5,87.5,32.2,False,8,True,False,False,False,True,False,False,0.064,False,Auto_Approved,325.55,9.2,2,2278.88,117.3
C0004903,P0041629,W002753,E000655,Hyderabad,Z0066,2024-07-29,31,Rain,81.8,51.7,32.8,False,6,True,False,False,False,True,False,False,0.0193,False,Auto_Approved,325.55,10.6,2,2278.88,116.11
C0004904,P0041635,W002753,E000661,Hyderabad,Z0066,2024-09-09,37,Rain,135.7,83.8,35.9,False,7,True,False,False,True,True,False,False,0.2215,True,Auto_Approved,325.55,2.1,2,2278.88,122.77
C0004905,P0041637,W002754,E000938,Kolkata,Z0084,2024-01-08,2,Rain|Flood,137.9,332.4,24.4,False,6,True,False,False,False,True,False,False,0.0124,False,Auto_Approved,257.35,10.7,2,1029.4,40.4
C0004906,P0041639,W002754,E000940,Kolkata,Z0084,2024-01-22,4,Rain|Flood,119.8,324.1,20.9,False,3,True,False,False,False,True,False,False,0.0491,False,Auto_Approved,227.07,11.3,2,1029.4,43.98
C0004907,P0041650,W002756,E000940,Kolkata,Z0105,2024-01-22,4,Rain|Flood,119.8,324.1,20.9,False,3,True,False,False,False,True,False,False,0.0632,False,Auto_Approved,240.84,8.7,2,3291.54,153.84
C0004908,P0041658,W002756,E000948,Kolkata,Z0105,2024-03-18,12,Curfew,0.0,179.0,20.0,True,22,True,False,False,False,True,False,False,0.0392,False,Auto_Approved,658.31,7.8,2,3291.54,141.76
C0004909,P0041663,W002756,E000953,Kolkata,Z0105,2024-04-22,17,Curfew,38.8,128.3,25.5,True,19,True,False,False,False,True,False,False,0.0798,False,Auto_Approved,658.31,3.5,2,3291.54,135.8
C0004910,P0041679,W002757,E000318,Mumbai,Z0034,2024-02-05,6,Curfew,0.0,256.9,25.0,True,6,True,False,False,False,True,False,False,0.0162,False,Auto_Approved,253.72,2.5,1,1014.9,45.66
C0004911,P0041693,W002758,E001093,Ahmedabad,Z0088,2024-01-01,1,Curfew,0.0,258.7,25.2,True,21,True,False,False,False,True,False,False,0.0569,False,Auto_Approved,484.25,8.9,1,1452.75,53.04
C0004912,P0041711,W002758,E001111,Ahmedabad,Z0088,2024-05-06,19,Rain|Flood,168.7,133.8,29.4,False,7,True,False,False,False,True,False,False,0.0783,False,Auto_Approved,418.49,11.6,1,1452.75,52.12
